Booking_ID,room_type_reserved,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests
INN00571,Room_Type 1,Online,0,0,0,2
INN00572,Room_Type 1,Online,0,0,0,0
INN00573,Room_Type 1,Online,0,0,0,1
INN00574,Room_Type 1,Corporate,0,0,0,0
INN00575,Room_Type 4,Online,0,0,0,0
INN00576,Room_Type 4,Online,0,0,0,1
INN00577,Room_Type 1,Online,0,0,0,1
INN00578,Room_Type 4,Online,0,0,0,1
INN00579,Room_Type 5,Online,0,0,0,0
INN00580,Room_Type 1,Offline,0,0,0,0
INN00581,Room_Type 1,Online,0,0,0,1
INN00582,Room_Type 1,Online,0,0,0,0
INN00583,Room_Type 1,Offline,0,0,0,0
INN00584,Room_Type 1,Offline,0,0,0,0
INN00585,Room_Type 1,Online,0,0,0,2
INN00586,Room_Type 1,Online,0,0,0,0
INN00587,Room_Type 4,Complementary,0,0,0,1
INN00588,Room_Type 1,Online,0,0,0,1
INN00589,Room_Type 1,Offline,0,0,0,1
INN00590,Room_Type 1,Online,0,0,0,2
INN00591,Room_Type 1,Online,0,0,0,0
INN00592,Room_Type 1,Offline,0,0,0,0
INN00593,Room_Type 1,Online,0,0,0,0
INN00594,Room_Type 4,Online,0,0,0,0
INN00595,Room_Type 1,Corporate,0,0,0,0
INN00596,Room_Type 4,Online,0,0,0,2
INN00597,Room_Type 1,Online,0,0,0,0
INN00598,Room_Type 4,Online,0,0,0,1
INN00599,Room_Type 1,Online,0,0,0,0
INN00600,Room_Type 1,Online,0,0,0,0
INN00601,Room_Type 1,Online,0,0,0,0
INN00602,Room_Type 1,Online,0,0,0,2
INN00603,Room_Type 1,Online,0,0,0,0
INN00604,Room_Type 4,Online,0,0,0,0
INN00605,Room_Type 1,Corporate,0,0,0,1
INN00606,Room_Type 1,Corporate,1,1,2,0
INN00607,Room_Type 1,Offline,0,0,0,0
INN00608,Room_Type 1,Offline,0,0,0,0
INN00609,Room_Type 1,Online,0,0,0,0
INN00610,Room_Type 1,Online,0,0,0,0
INN00611,Room_Type 1,Online,0,0,0,0
INN00612,Room_Type 1,Corporate,0,0,0,0
INN00613,Room_Type 1,Online,0,0,0,1
INN00614,Room_Type 1,Offline,0,0,0,0
INN00615,Room_Type 2,Online,0,0,0,2
INN00616,Room_Type 1,Online,0,0,0,3
INN00617,Room_Type 1,Offline,0,0,0,0
INN00618,Room_Type 1,Online,0,0,0,1
INN00619,Room_Type 7,Complementary,1,0,1,1
INN00620,Room_Type 1,Online,0,0,0,1
INN00621,Room_Type 1,Offline,0,0,0,0
INN00622,Room_Type 1,Offline,0,0,0,0
INN00623,Room_Type 6,Online,0,0,0,1
INN00624,Room_Type 4,Online,0,0,0,2
INN00625,Room_Type 1,Corporate,0,0,0,1
INN00626,Room_Type 4,Online,0,0,0,1
INN00627,Room_Type 1,Corporate,0,0,0,0
INN00628,Room_Type 1,Online,0,0,0,1
INN00629,Room_Type 1,Online,0,0,0,1
INN00630,Room_Type 1,Online,0,0,0,0
INN00631,Room_Type 1,Online,0,0,0,0
INN00632,Room_Type 1,Online,0,0,0,1
INN00633,Room_Type 1,Online,0,0,0,2
INN00634,Room_Type 4,Online,0,0,0,0
INN00635,Room_Type 4,Online,0,0,0,1
INN00636,Room_Type 1,Offline,0,0,0,0
INN00637,Room_Type 1,Online,0,0,0,0
INN00638,Room_Type 1,Offline,0,0,0,1
INN00639,Room_Type 4,Online,0,0,0,0
INN00640,Room_Type 1,Offline,0,0,0,0
INN00641,Room_Type 1,Offline,0,0,0,0
INN00642,Room_Type 1,Online,0,0,0,2
INN00643,Room_Type 1,Online,0,0,0,0
INN00644,Room_Type 1,Online,0,0,0,0
INN00645,Room_Type 1,Online,0,0,0,0
INN00646,Room_Type 4,Online,0,0,0,1
INN00647,Room_Type 4,Offline,0,0,0,0
INN00648,Room_Type 1,Offline,0,0,0,0
INN00649,Room_Type 4,Online,0,0,0,0
INN00650,Room_Type 1,Offline,0,0,0,0
INN00651,Room_Type 1,Online,0,0,0,0
INN00652,Room_Type 1,Online,0,0,0,0
INN00653,Room_Type 1,Online,0,0,0,0
INN00654,Room_Type 2,Online,0,0,0,1
INN00655,Room_Type 1,Offline,0,0,0,0
INN00656,Room_Type 5,Offline,0,0,0,1
INN00657,Room_Type 4,Online,0,0,0,1
INN00658,Room_Type 7,Online,0,0,0,1
INN00659,Room_Type 1,Offline,0,0,0,0
INN00660,Room_Type 1,Online,0,0,0,2
INN00661,Room_Type 1,Corporate,0,0,0,0
INN00662,Room_Type 1,Online,0,0,0,1
INN00663,Room_Type 1,Corporate,0,0,0,0
INN00664,Room_Type 1,Online,0,0,0,0
INN00665,Room_Type 1,Online,0,0,0,2
INN00666,Room_Type 1,Online,0,0,0,1
INN00667,Room_Type 1,Offline,0,0,0,0
INN00668,Room_Type 1,Online,0,0,0,3
INN00669,Room_Type 1,Offline,0,0,0,0
INN00670,Room_Type 1,Offline,0,0,0,0
INN00671,Room_Type 1,Offline,0,0,0,0
INN00672,Room_Type 1,Online,0,0,0,0
INN00673,Room_Type 1,Online,0,0,0,1
INN00674,Room_Type 1,Online,0,0,0,1
INN00675,Room_Type 1,Online,0,0,0,1
INN00676,Room_Type 1,Online,0,0,0,2
INN00677,Room_Type 1,Online,0,0,0,1
INN00678,Room_Type 1,Online,0,0,0,0
INN00679,Room_Type 1,Online,0,0,0,1
INN00680,Room_Type 1,Offline,0,0,0,0
INN00681,Room_Type 1,Online,0,0,0,0
INN00682,Room_Type 6,Online,0,0,0,0
INN00683,Room_Type 1,Online,0,0,0,1
INN00684,Room_Type 1,Online,0,0,0,2
INN00685,Room_Type 1,Online,0,0,0,1
INN00686,Room_Type 4,Online,0,0,0,0
INN00687,Room_Type 7,Online,0,0,0,2
INN00688,Room_Type 1,Online,0,0,0,0
INN00689,Room_Type 1,Online,0,0,0,0
INN00690,Room_Type 1,Online,0,0,0,1
INN00691,Room_Type 1,Online,0,0,0,0
INN00692,Room_Type 1,Online,0,0,0,1
INN00693,Room_Type 1,Online,0,0,0,0
INN00694,Room_Type 4,Online,0,0,0,0
INN00695,Room_Type 1,Offline,0,0,0,0
INN00696,Room_Type 1,Online,0,0,0,0
INN00697,Room_Type 1,Online,0,0,0,1
INN00698,Room_Type 1,Online,0,0,0,2
INN00699,Room_Type 1,Online,0,0,0,0
INN00700,Room_Type 1,Online,0,0,0,1
INN00701,Room_Type 4,Online,0,0,0,1
INN00702,Room_Type 4,Online,0,0,0,3
INN00703,Room_Type 4,Online,0,0,0,1
INN00704,Room_Type 4,Online,0,0,0,0
INN00705,Room_Type 1,Online,0,0,0,0
INN00706,Room_Type 1,Online,0,0,0,1
INN00707,Room_Type 1,Offline,0,0,0,1
INN00708,Room_Type 1,Online,0,0,0,1
INN00709,Room_Type 1,Online,0,0,0,0
INN00710,Room_Type 1,Online,0,0,0,0
INN00711,Room_Type 1,Online,0,0,0,0
INN00712,Room_Type 1,Offline,0,0,0,0
INN00713,Room_Type 1,Online,0,0,0,0
INN00714,Room_Type 4,Online,0,0,0,1
INN00715,Room_Type 1,Offline,0,0,0,0
INN00716,Room_Type 1,Online,0,0,0,0
INN00717,Room_Type 1,Online,0,0,0,1
INN00718,Room_Type 1,Online,0,0,0,0
INN00719,Room_Type 4,Online,0,0,0,0
INN00720,Room_Type 4,Online,0,0,0,1
INN00721,Room_Type 1,Offline,0,0,0,0
INN00722,Room_Type 1,Offline,0,0,0,0
INN00723,Room_Type 1,Online,0,0,0,0
INN00724,Room_Type 1,Offline,0,0,0,0
INN00725,Room_Type 1,Online,0,0,0,1
INN00726,Room_Type 4,Online,0,0,0,2
INN00727,Room_Type 4,Online,0,0,0,0
INN00728,Room_Type 4,Online,0,0,0,2
INN00729,Room_Type 4,Online,0,0,0,0
INN00730,Room_Type 4,Online,0,0,0,1
INN00731,Room_Type 1,Offline,0,0,0,0
INN00732,Room_Type 1,Offline,0,0,0,1
INN00733,Room_Type 6,Online,0,0,0,0
INN00734,Room_Type 4,Online,0,0,0,0
INN00735,Room_Type 1,Offline,0,0,0,1
INN00736,Room_Type 4,Online,0,0,0,0
INN00737,Room_Type 1,Online,0,0,0,1
INN00738,Room_Type 1,Online,0,0,0,0
INN00739,Room_Type 1,Online,0,0,0,0
INN00740,Room_Type 1,Online,0,0,0,0
INN00741,Room_Type 2,Offline,0,0,0,0
INN00742,Room_Type 1,Online,0,0,0,0
INN00743,Room_Type 1,Offline,0,0,0,0
INN00744,Room_Type 1,Online,0,0,0,0
INN00745,Room_Type 1,Offline,0,0,0,0
INN00746,Room_Type 4,Online,0,0,0,1
INN00747,Room_Type 1,Offline,0,0,0,0
INN00748,Room_Type 1,Corporate,0,0,0,1
INN00749,Room_Type 4,Online,0,0,0,1
INN00750,Room_Type 1,Online,0,0,0,0
INN00751,Room_Type 1,Corporate,0,0,0,0
INN00752,Room_Type 1,Online,0,0,0,1
INN00753,Room_Type 1,Online,0,0,0,2
INN00754,Room_Type 1,Online,0,0,0,2
INN00755,Room_Type 1,Online,0,0,0,2
INN00756,Room_Type 1,Online,0,0,0,2
INN00757,Room_Type 1,Online,0,0,0,1
INN00758,Room_Type 1,Online,0,0,0,0
INN00759,Room_Type 4,Online,0,0,0,2
INN00760,Room_Type 1,Online,0,0,0,0
INN00761,Room_Type 6,Online,0,0,0,1
INN00762,Room_Type 1,Online,0,0,0,1
INN00763,Room_Type 1,Online,0,0,0,2
INN00764,Room_Type 1,Offline,0,0,0,0
INN00765,Room_Type 1,Online,0,0,0,0
INN00766,Room_Type 4,Online,0,0,0,0
INN00767,Room_Type 4,Online,0,0,0,1
INN00768,Room_Type 4,Online,0,0,0,0
INN00769,Room_Type 4,Offline,0,0,0,0
INN00770,Room_Type 1,Online,0,0,0,0
INN00771,Room_Type 1,Offline,0,0,0,0
INN00772,Room_Type 1,Online,0,0,0,1
INN00773,Room_Type 1,Online,0,0,0,1
INN00774,Room_Type 1,Online,0,0,0,0
INN00775,Room_Type 1,Online,0,0,0,1
INN00776,Room_Type 1,Online,0,0,0,1
INN00777,Room_Type 1,Corporate,1,3,15,0
INN00778,Room_Type 4,Online,0,0,0,0
INN00779,Room_Type 1,Online,0,0,0,3
INN00780,Room_Type 1,Complementary,1,0,1,1
INN00781,Room_Type 4,Online,0,0,0,1
INN00782,Room_Type 1,Online,0,0,0,0
INN00783,Room_Type 1,Offline,0,0,0,0
INN00784,Room_Type 1,Online,0,0,0,0
INN00785,Room_Type 1,Online,0,0,0,0
INN00786,Room_Type 1,Offline,0,0,0,0
INN00787,Room_Type 1,Offline,0,0,0,2
INN00788,Room_Type 1,Online,0,0,0,1
INN00789,Room_Type 1,Online,0,0,0,0
INN00790,Room_Type 1,Corporate,0,0,0,0
INN00791,Room_Type 1,Online,0,0,0,0
INN00792,Room_Type 1,Online,0,0,0,0
INN00793,Room_Type 1,Offline,1,1,0,0
INN00794,Room_Type 4,Offline,0,0,0,0
INN00795,Room_Type 1,Online,0,0,0,1
INN00796,Room_Type 1,Online,0,0,0,0
INN00797,Room_Type 1,Online,0,0,0,0
INN00798,Room_Type 1,Offline,0,0,0,0
INN00799,Room_Type 1,Online,0,0,0,1
INN00800,Room_Type 4,Online,0,0,0,1
INN00801,Room_Type 1,Corporate,1,3,17,0
INN00802,Room_Type 1,Online,0,0,0,0
INN00803,Room_Type 1,Online,0,0,0,1
INN00804,Room_Type 1,Online,0,0,0,2
INN00805,Room_Type 1,Online,0,0,0,0
INN00806,Room_Type 1,Online,0,0,0,2
INN00807,Room_Type 1,Online,0,0,0,2
INN00808,Room_Type 1,Online,0,0,0,1
INN00809,Room_Type 1,Corporate,0,0,0,0
INN00810,Room_Type 1,Online,0,0,0,0
INN00811,Room_Type 1,Online,0,0,0,1
INN00812,Room_Type 2,Online,0,0,0,1
INN00813,Room_Type 4,Online,0,0,0,0
INN00814,Room_Type 1,Offline,0,0,0,0
INN00815,Room_Type 1,Corporate,0,0,0,0
INN00816,Room_Type 1,Offline,0,0,0,0
INN00817,Room_Type 1,Online,0,0,0,0
INN00818,Room_Type 1,Online,0,0,0,0
INN00819,Room_Type 1,Online,0,0,0,2
INN00820,Room_Type 1,Corporate,1,0,1,1
INN00821,Room_Type 1,Offline,0,0,0,0
INN00822,Room_Type 4,Offline,0,0,0,0
INN00823,Room_Type 1,Offline,0,0,0,0
INN00824,Room_Type 1,Online,0,0,0,0
INN00825,Room_Type 1,Offline,0,0,0,0
INN00826,Room_Type 1,Offline,0,0,0,0
INN00827,Room_Type 4,Online,0,0,0,2
INN00828,Room_Type 1,Offline,0,0,0,0
INN00829,Room_Type 1,Offline,0,0,0,0
INN00830,Room_Type 1,Online,0,0,0,0
INN00831,Room_Type 1,Online,0,0,0,0
INN00832,Room_Type 1,Online,0,0,0,0
INN00833,Room_Type 1,Offline,0,0,0,0
INN00834,Room_Type 1,Complementary,1,0,1,0
INN00835,Room_Type 1,Offline,0,0,0,1
INN00836,Room_Type 6,Online,0,0,0,0
INN00837,Room_Type 4,Online,0,0,0,2
INN00838,Room_Type 1,Online,0,0,0,2
INN00839,Room_Type 4,Online,0,0,0,0
INN00840,Room_Type 4,Online,0,0,0,1
INN00841,Room_Type 4,Online,0,0,0,2
INN00842,Room_Type 1,Online,0,0,0,1
INN00843,Room_Type 1,Online,0,0,0,1
INN00844,Room_Type 1,Online,0,0,0,0
INN00845,Room_Type 4,Online,0,0,0,3
INN00846,Room_Type 1,Offline,0,0,0,0
INN00847,Room_Type 1,Offline,0,0,0,0
INN00848,Room_Type 1,Corporate,0,0,0,1
INN00849,Room_Type 1,Online,1,0,1,3
INN00850,Room_Type 1,Online,0,0,0,1
INN00851,Room_Type 1,Offline,0,0,0,0
INN00852,Room_Type 1,Corporate,0,0,0,0
INN00853,Room_Type 1,Online,0,0,0,1
INN00854,Room_Type 1,Online,0,0,0,1
INN00855,Room_Type 1,Online,0,0,0,2
INN00856,Room_Type 4,Online,0,0,0,0
INN00857,Room_Type 1,Online,0,0,0,1
INN00858,Room_Type 1,Online,0,0,0,1
INN00859,Room_Type 1,Online,0,0,0,1
INN00860,Room_Type 1,Online,0,0,0,1
INN00861,Room_Type 1,Online,0,0,0,0
INN00862,Room_Type 1,Online,0,0,0,0
INN00863,Room_Type 1,Online,0,0,0,2
INN00864,Room_Type 1,Corporate,0,0,0,0
INN00865,Room_Type 4,Offline,0,0,0,0
INN00866,Room_Type 1,Corporate,0,0,0,2
INN00867,Room_Type 1,Online,0,0,0,0
INN00868,Room_Type 1,Online,0,0,0,0
INN00869,Room_Type 1,Corporate,1,0,2,1
INN00870,Room_Type 4,Corporate,0,0,0,0
INN00871,Room_Type 1,Offline,0,0,0,0
INN00872,Room_Type 1,Online,0,0,0,0
INN00873,Room_Type 1,Online,0,0,0,2
INN00874,Room_Type 1,Offline,0,0,0,0
INN00875,Room_Type 1,Offline,0,0,0,0
INN00876,Room_Type 1,Online,0,0,0,0
INN00877,Room_Type 1,Online,0,0,0,1
INN00878,Room_Type 1,Online,0,0,0,0
INN00879,Room_Type 1,Online,0,0,0,2
INN00880,Room_Type 4,Offline,0,0,0,0
INN00881,Room_Type 1,Offline,0,0,0,0
INN00882,Room_Type 1,Corporate,0,0,0,0
INN00883,Room_Type 4,Online,0,0,0,1
INN00884,Room_Type 4,Offline,1,1,0,0
INN00885,Room_Type 1,Online,0,0,0,1
INN00886,Room_Type 1,Online,0,0,0,0
INN00887,Room_Type 1,Offline,0,0,0,1
INN00888,Room_Type 1,Online,0,0,0,0
INN00889,Room_Type 1,Offline,0,0,0,1
INN00890,Room_Type 1,Online,0,0,0,2
INN00891,Room_Type 1,Offline,0,0,0,0
INN00892,Room_Type 1,Online,0,0,0,0
INN00893,Room_Type 4,Online,0,0,0,0
INN00894,Room_Type 1,Online,0,0,0,0
INN00895,Room_Type 1,Corporate,1,0,2,0
INN00896,Room_Type 1,Offline,0,0,0,1
INN00897,Room_Type 1,Offline,0,0,0,1
INN00898,Room_Type 1,Complementary,1,2,7,3
INN00899,Room_Type 1,Online,0,0,0,0
INN00900,Room_Type 1,Offline,0,0,0,0
INN00901,Room_Type 1,Online,0,0,0,0
INN00902,Room_Type 1,Online,0,0,0,1
INN00903,Room_Type 1,Online,0,0,0,1
INN00904,Room_Type 1,Offline,0,0,0,1
INN00905,Room_Type 1,Online,0,0,0,3
INN00906,Room_Type 1,Online,0,0,0,2
INN00907,Room_Type 1,Offline,0,0,0,0
INN00908,Room_Type 1,Online,0,0,0,0
INN00909,Room_Type 1,Online,0,0,0,1
INN00910,Room_Type 1,Offline,0,0,0,0
INN00911,Room_Type 1,Offline,0,0,0,0
INN00912,Room_Type 1,Offline,0,0,0,0
INN00913,Room_Type 4,Online,0,0,0,0
INN00914,Room_Type 1,Offline,0,0,0,0
INN00915,Room_Type 1,Offline,0,0,0,0
INN00916,Room_Type 1,Online,0,0,0,0
INN00917,Room_Type 1,Online,0,0,0,1
INN00918,Room_Type 1,Online,0,0,0,0
INN00919,Room_Type 1,Offline,0,0,0,0
INN00920,Room_Type 1,Online,0,0,0,0
INN00921,Room_Type 1,Online,0,0,0,1
INN00922,Room_Type 1,Online,0,0,0,0
INN00923,Room_Type 1,Corporate,0,0,0,0
INN00924,Room_Type 4,Online,0,0,0,0
INN00925,Room_Type 4,Online,0,0,0,1
INN00926,Room_Type 4,Online,0,0,0,1
INN00927,Room_Type 1,Online,0,0,0,0
INN00928,Room_Type 1,Offline,0,0,0,1
INN00929,Room_Type 4,Online,0,0,0,0
INN00930,Room_Type 1,Offline,0,0,0,0
INN00931,Room_Type 4,Online,0,0,0,1
INN00932,Room_Type 1,Offline,0,0,0,0
INN00933,Room_Type 1,Online,0,0,0,0
INN00934,Room_Type 1,Online,0,0,0,2
INN00935,Room_Type 1,Online,0,0,0,1
INN00936,Room_Type 1,Online,0,0,0,2
INN00937,Room_Type 4,Online,0,0,0,1
INN00938,Room_Type 2,Online,0,0,0,1
INN00939,Room_Type 1,Online,0,0,0,0
INN00940,Room_Type 1,Online,0,0,0,1
INN00941,Room_Type 1,Online,0,0,0,0
INN00942,Room_Type 1,Online,0,0,0,1
INN00943,Room_Type 1,Corporate,0,0,0,0
INN00944,Room_Type 1,Online,0,0,0,2
INN00945,Room_Type 1,Online,0,0,0,2
INN00946,Room_Type 4,Corporate,0,0,0,0
INN00947,Room_Type 4,Online,0,0,0,2
INN00948,Room_Type 1,Offline,0,0,0,0
INN00949,Room_Type 2,Online,0,0,0,1
INN00950,Room_Type 1,Offline,0,0,0,0
INN00951,Room_Type 1,Online,0,0,0,0
INN00952,Room_Type 1,Offline,0,0,0,0
INN00953,Room_Type 1,Online,0,0,0,2
INN00954,Room_Type 1,Online,0,0,0,0
INN00955,Room_Type 2,Online,0,0,0,2
INN00956,Room_Type 4,Online,0,0,0,1
INN00957,Room_Type 1,Online,0,0,0,1
INN00958,Room_Type 6,Online,0,0,0,0
INN00959,Room_Type 4,Offline,0,0,0,0
INN00960,Room_Type 1,Online,0,0,0,1
INN00961,Room_Type 1,Online,0,0,0,1
INN00962,Room_Type 1,Online,0,0,0,1
INN00963,Room_Type 1,Online,0,0,0,2
INN00964,Room_Type 1,Online,0,0,0,0
INN00965,Room_Type 1,Offline,0,0,0,1
INN00966,Room_Type 1,Online,0,0,0,0
INN00967,Room_Type 1,Online,0,0,0,1
INN00968,Room_Type 1,Offline,0,0,0,1
INN00969,Room_Type 1,Online,0,0,0,0
INN00970,Room_Type 1,Offline,0,0,0,0
INN00971,Room_Type 1,Online,0,0,0,2
INN00972,Room_Type 1,Online,0,0,0,3
INN00973,Room_Type 1,Online,0,0,0,1
INN00974,Room_Type 4,Online,0,0,0,1
INN00975,Room_Type 1,Online,0,0,0,0
INN00976,Room_Type 1,Offline,0,0,0,0
INN00977,Room_Type 4,Online,0,0,0,2
INN00978,Room_Type 1,Offline,0,0,0,0
INN00979,Room_Type 1,Online,0,0,0,1
INN00980,Room_Type 1,Online,0,0,0,0
INN00981,Room_Type 1,Offline,0,0,0,0
INN00982,Room_Type 4,Online,0,0,0,3
INN00983,Room_Type 1,Online,0,0,0,1
INN00984,Room_Type 1,Offline,0,0,0,0
INN00985,Room_Type 1,Online,0,0,0,2
INN00986,Room_Type 1,Online,0,0,0,2
INN00987,Room_Type 1,Online,0,0,0,0
INN00988,Room_Type 1,Online,0,0,0,0
INN00989,Room_Type 4,Complementary,0,0,0,0
INN00990,Room_Type 1,Online,0,0,0,2
INN00991,Room_Type 1,Online,0,0,0,1
INN00992,Room_Type 4,Online,0,0,0,1
INN00993,Room_Type 1,Online,0,0,0,0
INN00994,Room_Type 1,Online,0,0,0,0
INN00995,Room_Type 1,Online,0,0,0,1
INN00996,Room_Type 1,Online,0,0,0,0
INN00997,Room_Type 1,Complementary,0,0,0,0
INN00998,Room_Type 1,Online,0,0,0,1
INN00999,Room_Type 1,Online,0,0,0,1
INN01000,Room_Type 1,Online,0,0,0,1
INN01001,Room_Type 4,Online,0,0,0,0
INN01002,Room_Type 1,Offline,0,0,0,0
INN01003,Room_Type 1,Online,0,0,0,0
INN01004,Room_Type 4,Online,0,0,0,1
INN01005,Room_Type 1,Online,0,0,0,2
INN01006,Room_Type 1,Complementary,1,0,2,0
INN01007,Room_Type 1,Online,0,0,0,1
INN01008,Room_Type 1,Online,0,0,0,1
INN01009,Room_Type 1,Online,0,0,0,1
INN01010,Room_Type 7,Offline,0,0,0,1
INN01011,Room_Type 4,Online,0,0,0,0
INN01012,Room_Type 1,Online,0,0,0,1
INN01013,Room_Type 1,Online,0,0,0,1
INN01014,Room_Type 1,Offline,0,0,0,0
INN01015,Room_Type 2,Online,0,0,0,1
INN01016,Room_Type 1,Offline,0,0,0,0
INN01017,Room_Type 1,Online,0,0,0,0
INN01018,Room_Type 1,Online,0,0,0,2
INN01019,Room_Type 1,Offline,0,0,0,0
INN01020,Room_Type 6,Online,0,0,0,0
INN01021,Room_Type 1,Online,0,0,0,0
INN01022,Room_Type 1,Online,0,0,0,1
INN01023,Room_Type 1,Offline,0,0,0,1
INN01024,Room_Type 1,Offline,0,0,0,0
INN01025,Room_Type 1,Offline,0,0,0,0
INN01026,Room_Type 1,Online,0,0,0,0
INN01027,Room_Type 4,Online,0,0,0,0
INN01028,Room_Type 1,Online,0,0,0,0
INN01029,Room_Type 1,Online,0,0,0,2
INN01030,Room_Type 1,Online,0,0,0,0
INN01031,Room_Type 1,Offline,0,0,0,0
INN01032,Room_Type 1,Offline,0,0,0,0
INN01033,Room_Type 1,Offline,0,0,0,0
INN01034,Room_Type 1,Online,0,0,0,1
INN01035,Room_Type 1,Online,0,0,0,3
INN01036,Room_Type 1,Online,0,0,0,2
INN01037,Room_Type 1,Online,0,0,0,1
INN01038,Room_Type 1,Online,0,0,0,1
INN01039,Room_Type 1,Online,0,0,0,0
INN01040,Room_Type 1,Online,0,0,0,3
INN01041,Room_Type 1,Online,0,0,0,0
INN01042,Room_Type 1,Online,0,0,0,0
INN01043,Room_Type 4,Online,0,0,0,0
INN01044,Room_Type 1,Offline,0,0,0,1
INN01045,Room_Type 4,Online,0,0,0,0
INN01046,Room_Type 1,Online,0,0,0,2
INN01047,Room_Type 1,Online,0,0,0,0
INN01048,Room_Type 1,Online,0,0,0,0
INN01049,Room_Type 1,Online,0,0,0,1
INN01050,Room_Type 1,Corporate,1,0,1,0
INN01051,Room_Type 1,Online,0,0,0,1
INN01052,Room_Type 1,Online,0,0,0,0
INN01053,Room_Type 1,Online,0,0,0,1
INN01054,Room_Type 1,Online,0,0,0,1
INN01055,Room_Type 1,Online,0,0,0,0
INN01056,Room_Type 1,Online,0,0,0,1
INN01057,Room_Type 1,Offline,0,0,0,0
INN01058,Room_Type 1,Online,0,0,0,0
INN01059,Room_Type 1,Online,0,0,0,1
INN01060,Room_Type 1,Offline,0,0,0,0
INN01061,Room_Type 1,Offline,0,0,0,1
INN01062,Room_Type 1,Online,0,0,0,1
INN01063,Room_Type 1,Online,0,0,0,0
INN01064,Room_Type 1,Online,0,0,0,1
INN01065,Room_Type 4,Online,0,0,0,0
INN01066,Room_Type 1,Complementary,0,0,0,0
INN01067,Room_Type 1,Online,0,0,0,1
INN01068,Room_Type 4,Online,0,0,0,1
INN01069,Room_Type 1,Online,0,0,0,1
INN01070,Room_Type 1,Online,0,0,0,0
INN01071,Room_Type 1,Offline,0,0,0,0
INN01072,Room_Type 1,Online,0,0,0,2
INN01073,Room_Type 1,Online,0,0,0,0
INN01074,Room_Type 4,Online,0,0,0,0
INN01075,Room_Type 1,Online,0,0,0,0
INN01076,Room_Type 4,Online,0,0,0,1
INN01077,Room_Type 1,Offline,0,0,0,0
INN01078,Room_Type 1,Online,0,0,0,0
INN01079,Room_Type 1,Online,0,0,0,0
INN01080,Room_Type 1,Online,0,0,0,0
INN01081,Room_Type 1,Online,0,0,0,0
INN01082,Room_Type 1,Online,0,0,0,1
INN01083,Room_Type 2,Online,0,0,0,1
INN01084,Room_Type 1,Online,0,0,0,0
INN01085,Room_Type 1,Online,0,0,0,1
INN01086,Room_Type 1,Online,0,0,0,1
INN01087,Room_Type 1,Offline,0,0,0,0
INN01088,Room_Type 1,Online,0,0,0,1
INN01089,Room_Type 1,Offline,0,0,0,0
INN01090,Room_Type 1,Online,0,0,0,1
INN01091,Room_Type 1,Online,0,0,0,0
INN01092,Room_Type 1,Online,0,0,0,1
INN01093,Room_Type 4,Offline,0,0,0,1
INN01094,Room_Type 1,Offline,0,0,0,0
INN01095,Room_Type 1,Online,0,0,0,0
INN01096,Room_Type 4,Offline,0,0,0,1
INN01097,Room_Type 1,Corporate,0,0,0,0
INN01098,Room_Type 1,Online,0,0,0,1
INN01099,Room_Type 1,Online,0,0,0,0
INN01100,Room_Type 1,Offline,0,0,0,1
INN01101,Room_Type 4,Online,0,0,0,2
INN01102,Room_Type 1,Online,0,0,0,0
INN01103,Room_Type 1,Corporate,1,0,4,0
INN01104,Room_Type 1,Offline,0,0,0,0
INN01105,Room_Type 1,Offline,0,0,0,0
INN01106,Room_Type 1,Corporate,0,0,0,0
INN01107,Room_Type 4,Online,0,0,0,0
INN01108,Room_Type 1,Complementary,0,0,0,0
INN01109,Room_Type 1,Offline,0,0,0,1
INN01110,Room_Type 1,Online,0,0,0,0
INN01111,Room_Type 1,Online,0,0,0,1
INN01112,Room_Type 1,Online,0,0,0,1
INN01113,Room_Type 1,Online,0,0,0,0
INN01114,Room_Type 1,Online,0,0,0,2
INN01115,Room_Type 1,Offline,0,0,0,0
INN01116,Room_Type 1,Offline,0,0,0,0
INN01117,Room_Type 1,Online,0,0,0,0
INN01118,Room_Type 1,Corporate,0,0,0,0
INN01119,Room_Type 4,Online,0,0,0,0
INN01120,Room_Type 1,Online,0,0,0,0
INN01121,Room_Type 1,Online,0,0,0,1
INN01122,Room_Type 1,Offline,0,0,0,0
INN01123,Room_Type 4,Online,0,0,0,1
INN01124,Room_Type 1,Corporate,0,0,0,0
INN01125,Room_Type 1,Online,0,0,0,0
INN01126,Room_Type 4,Online,0,0,0,1
INN01127,Room_Type 1,Offline,0,0,0,0
INN01128,Room_Type 1,Online,0,0,0,0
INN01129,Room_Type 1,Online,0,0,0,0
INN01130,Room_Type 1,Online,0,0,0,1
INN01131,Room_Type 1,Online,0,0,0,1
INN01132,Room_Type 1,Online,0,0,0,1
INN01133,Room_Type 1,Online,0,0,0,0
INN01134,Room_Type 2,Online,0,0,0,0
INN01135,Room_Type 1,Online,0,0,0,1
INN01136,Room_Type 1,Online,0,0,0,2
INN01137,Room_Type 6,Online,0,0,0,0
INN01138,Room_Type 1,Online,0,0,0,1
INN01139,Room_Type 1,Offline,0,0,0,0
INN01140,Room_Type 1,Offline,0,0,0,0
INN01141,Room_Type 1,Offline,0,0,0,0
